pmid,year,journal,doi,title,abstract
10867376,2000,Allergologia et immunopathologia,,[Preventive immunotherapy].,"Allergen specific immunotherapy has been shown to be effective in rigorous double-blind placebo-controlled clinical trials in both children and adults A recent WHO position paper stated that immunotherapy is an effective treatment for patients with allergic rhinitis/conjunctivitis, allergic asthma and allergic reactions from stinging insects and is thought to be more effective in children than in adults. When speaking about children there are several questions that are important regarding the natural course of the disease. One of the most important is whether immunotherapy can prevent asthma, either by preventing sensitisation to allergens related to the development of asthma or by preventing the inflammation in the lungs caused by allergen exposure. Another point could be to establish the differences in the long term outcome of those patients treated with immunotherapy and medication during childhood, compared to the long term outcome of those with comparable asthma features who received only antiasthmatic medication The PAT study is a European multi-center study. The end-point is to show in what capacity allergen specific subcutaneous immunotherapy can prevent the development of asthma in children who only have rhinoconjunctivitis secondary to grass or birch pollen sensitisation. Two hundred and ten children aged from 5 to 13 years were included in the study. Children were randomised to the active treatment group receiving allergen specific immunotherapy with birch and/or timothy pollen allergen extract or to the control group receiving only pharmacotherapy. It is important to highlight that the main criteria to be included was that the children should never have had any asthmatic symptom. Immunotherapy has been effective in terms of decreasing significantly the amount of symptoms in the active group compared to the control one. It was safe with no serious adverse reactions and reduced the risk of the onset of asthma. After two years of treatment more children in the control group developed clinical asthma than in the active group: p = 0.004. Des Roches et al reported the results of a prospective non randomised trial of immunotherapy with Dermatophagoides pteronyssinus in 44 asthmatic children younger than six years of age who were sensitive only to dust mites. The purpose of the study was to assess whether immunotherapy could reduce the development of new sensitisation during a period of three years of follow up. Specific immunotherapy was given with only D. Pteronyssinus extract. All 22 children in the control group developed new sensitivities as determined by skin testing and in vitro tests, while 10 (45%) of 22 children who received mite immunotherapy did not develop additional sensitivities. The findings of this study suggests that immunotherapy may alter the natural course of the allergic sensitisation reducing the risk of developing new sensitisation in mono sensitive children. A limited number of studies have examined the long terms effects of immunotherapy on the clinical presentation of asthma and rhinoconjunctivitis, and have shown a long lasting efficacy decreasing the amount of symptoms 6-10 years after termination. In a retrospective study of children treated with immunotherapy during childhood for at least three years, that were re-evaluated in early adulthood, the control patients who were treated with medication and no immunotherapy suffered almost 3.5 times more symptoms than the active group treated with immunotherapy. The current findings suggest that immunotherapy should be considered earlier in the course of allergic disease to prevent progression or to prevent the development of new sensitisation. Further studies with long term follow up particularly in children could address this possibility."
24415508,2014,Family medicine,,The medical student summer research program in family medicine.,"A variety of clinical research training programs exist throughout the United States, although little is known about their methods, content, and outcomes. This report describes a model of clinical research training designed to teach medical students research processes in family medicine, while yielding data for research studies. Authors present a description and evaluation of the program, focusing on students' research productivity. Forty medical students participated in a 6-week clinical research training program from 2006--2012. This program was led by an experienced investigator and 10 family medicine faculty mentors. Classroom instruction provided an introduction to research design in Week 1 and research writing and dissemination in Week 6. In between, medical students implemented studies in multiple outpatient clinical settings in the Residency Research Network of Texas (RRNET). The Medical Student Summer Research Program in Family Medicine was well received by medical students who demonstrated consistent productivity year after year. All students displayed findings during Medical Student Research Day, and one third continued their work beyond that event, producing 22 presentations, two manuscripts, seven published abstracts, and seven research honors. Opportunities for medical students to develop research skills should be central to medical school education. Familiarity with the research process improves medical students' ability to understand, critique, and use evidence-based medicine in practice, to explain the latest findings to their patients, and to consider careers as clinician-scientists."
37365351,2023,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,10.1007/s00405-023-08078-7,Efficacy and safety of Artemisia annua sublingual immunotherapy in patients with seasonal allergic rhinoconjunctivitis over two pollen seasons.,"This study investigates the efficacy and safety of sublingual immunotherapy (SLIT) with A. annua allergens in patients with seasonal allergic rhinoconjunctivitis over two pollen seasons. Seventy patients with moderate-severe seasonal allergic rhinoconjunctivitis were divided evenly into the SLIT and control groups. The SLIT last from 3 months before the summer-autumn pollen season in 2021 till the end of the summer-autumn pollen season in 2022. The daily individual symptom score, total rhinoconjunctivitis symptom score (dTRSS), total medication score (dTMS), combined score of medication and rhinoconjunctivitis symptom (dCSMRS), visual analog scale (VAS) score, and adverse events (AEs) were evaluated. The average pollen concentration in 2022 was twice that previous two-year during the pollen season. Fifty-six patients completed treatments (SLIT group: 29, control group: 27). Compared with baseline, the individual symptoms, dTRSS, dTMS, dCSMRS, and VAS scores of SLIT group declined in 2021. After 16 months of SLIT, all efficacy indexes in 2022 were still lower than baseline and equivalent to those in 2021. In control group, the efficacy indexes in 2022 were higher than that in 2020 and 2021. The efficacy indexes of SLIT group were lower than those of control group in 2021 and 2022. SLIT is effective for both mono- and poly-sensitized patients. AEs incidence in SLIT group was 82.7% without severe AEs. The A. annua-SLIT can obtain efficacy and safety over two pollen seasons for patients with moderate-severe seasonal allergic rhinoconjunctivitis."
25150801,2014,Human movement science,10.1016/j.humov.2014.07.005,Longitudinal modeling in sports: young swimmers' performance and biomechanics profile.,"New theories about dynamical systems highlight the multi-factorial interplay between determinant factors to achieve higher sports performances, including in swimming. Longitudinal research does provide useful information on the sportsmen's changes and how training help him to excel. These questions may be addressed in one single procedure such as latent growth modeling. The aim of the study was to model a latent growth curve of young swimmers' performance and biomechanics over a season. Fourteen boys (12.33 ± 0.65 years-old) and 16 girls (11.15 ± 0.55 years-old) were evaluated. Performance, stroke frequency, speed fluctuation, arm's propelling efficiency, active drag, active drag coefficient and power to overcome drag were collected in four different moments of the season. Latent growth curve modeling was computed to understand the longitudinal variation of performance (endogenous variables) over the season according to the biomechanics (exogenous variables). Latent growth curve modeling showed a high inter- and intra-subject variability in the performance growth. Gender had a significant effect at the baseline and during the performance growth. In each evaluation moment, different variables had a meaningful effect on performance (M1: Da, β = -0.62; M2: Da, β = -0.53; M3: η(p), β = 0.59; M4: SF, β = -0.57; all P < .001). The models' goodness-of-fit was 1.40 ⩽ χ(2)/df ⩽ 3.74 (good-reasonable). Latent modeling is a comprehensive way to gather insight about young swimmers' performance over time. Different variables were the main responsible for the performance improvement. A gender gap, intra- and inter-subject variability was verified."
16970226,2006,Journal of neurosurgery,10.3171/ped.2006.105.3.163,Summer shunt surgery.,
29649226,2018,PloS one,10.1371/journal.pone.0194304,Assessing the efficacy of fathead minnows (Pimephales promelas) for mosquito control.,"Mosquitoes function as important vectors for many diseases globally and can have substantial negative economic, environmental, and health impacts. Specifically, West Nile virus (WNv) is a significant and increasing threat to wildlife populations and human health throughout North America. Mosquito control is an important means of controlling the spread of WNv, as the virus is primarily spread between avian and mosquito vectors. This is of particular concern for avian host species such as the Greater sage-grouse (Centrocercus urophasianus), in which WNv negatively impacts fitness parameters. Most mosquito control methods focus on the larval stages. In North America, control efforts are largely limited to larvicides, which require repeated application and have potentially negative ecological impacts. There are multiple potential advantages to using indigenous fish species as an alternative for larval control including lowered environmental impact, decreased costs in terms of time and financial inputs, and the potential for the establishment of self-sustaining fish populations. We tested the efficacy of using fathead minnows (Pimephales promelas) as biological control for mosquito populations in livestock reservoirs of semiarid rangelands. We introduced minnows into 10 treatment reservoirs and monitored an additional 6 non-treated reservoirs as controls over 3 years. Adult mosquitoes of species known to transmit WNv (e.g., Culex tarsalis) were captured at each site and mosquito larvae were also present at all sites. Stable isotope analysis confirmed that introduced fathead minnows were feeding at the mosquito larvae trophic level in all but one treatment pond. Treatment ponds demonstrated suppressed levels of mosquito larva over each season compared to controls with a model-predicted 114% decrease in larva density within treatment ponds. Minnows established self-sustaining populations throughout the study in all reservoirs that maintained sufficient water levels. Minnow survival was not influenced by water quality. Though minnows did not completely eradicate mosquito larvae, minnows are a promising alternative to controlling mosquito larvae density within reservoirs. We caution that careful site selection is critical to avoid potential negative impacts, but suggest the introduction of fathead minnows in reservoirs can dramatically reduce mosquito larva abundance and potentially help mitigate vector-borne disease transmission."
26246337,2015,Biology letters,10.1098/rsbl.2015.0552,A call for full annual cycle research in animal ecology.,"For vertebrates, annual cycles are organized into a series of breeding and non-breeding periods that vary in duration and location but are inextricably linked biologically. Here, we show that our understanding of the fundamental ecology of four vertebrate classes has been limited by a severe breeding season research bias and that studies of individual and population-level responses to natural and anthropogenic change would benefit from a full annual cycle perspective. Recent emergence of new analytical and technological tools for studying individual and population-level animal movement could help reverse this bias. To improve understanding of species biology and reverse the population declines of many vertebrate species, a concerted effort to move beyond single season research is vital."
34262557,2021,Frontiers in immunology,10.3389/fimmu.2021.623087,Low-Dose Vitamin D,"Seasonal variations have been reported for immune markers. However, the relative contributions of sunlight and vitamin D variability on such seasonal changes are unknown. This double-blind, randomized, placebo-controlled trial tested whether daily 400 IU vitamin D3 supplementation affected short-term (12 weeks) and long-term (43 weeks) natural regulatory T cell (nTreg) populations in healthy participants. 62 subjects were randomized equally to vitamin D versus placebo in March and assessed at baseline, April (4w), June (12w), September (25w) and January (43w). Circulating nTregs, ex vivo proliferation, IL-10 and IFN-γ productions were measured. Vitamin D metabolites and sunlight exposure were also assessed. Mean serum 25-hydroxyvitamin D (25(OH)D) increased from 35.8(SD 3.0) to 65.3(2.6) nmol/L in April and remained above 75 nmol/L with vitamin D supplementation, whereas it increased from 36.4(3.2) to 49.8(3.5) nmol/L in June to fall back to 39.6(3.5) nmol/L in January with placebo. Immune markers varied similarly between groups according to the season, but independently of 25(OH)D. For nTregs, the mean (%CD3+CD4+CD127lo cells (SEM)) nadir observed in March (2.9(0.1)%) peaked in September at 4.0(0.2)%. Mean T cell proliferation peaked in June (33156(1813) CPM) returning to the nadir in January (17965(978) CPM), while IL-10 peaked in June and reached its nadir in September (median (IQR) of 262(283) to (121(194) pg/ml, respectively). Vitamin D attenuated the seasonal increase in IFN-γ by ~28% with mean ng/ml (SEM) for placebo vs vitamin D, respectively, for April 12.5(1.4) vs 10.0(1.2) (p=0.02); June 13.9(1.3) vs 10.2(1.7) (p=0.02) and January 7.4(1.1) vs 6.0(1.1) (p=0.04). Daily low dose Vitamin D intake did not affect the nTregs population. There were seasonal variation in nTregs, proliferative response and cytokines, suggesting that environmental changes influence immune response, but the mechanism seems independent of vitamin D status. Vitamin D attenuated the seasonal change in T cell-produced IFN-γ, suggesting a decrease in effector response which could be associated with inflammation. https://www.isrctn.com, identifier (ISRCTN 73114576)."
37592300,2023,BMC musculoskeletal disorders,10.1186/s12891-023-06787-y,Comparison of external load measures per minute based on match seasonal periods and playing positions of a soccer Turkish super league team.,"Turkish Super League teams need more information about the external load. Considering the specific country and the coaches' philosophies, the purpose of this study was to compare the external match load of a Turkish Super League team considering the different playing positions and in-season periods. A longitudinal study design was employed by observing 29 official matches of the same team. A total of fifteen players, consisting of five defenders, five midfielders, and five forwards, were analyzed using the Sentio Sports Optical Tracking System. The following outcomes were extracted in each match: total distance (TD), walking [from 0 to 7.2 km/h], jogging [from 7.2 to 14.4 km/h], running [from 14.4 to 20 km/h], high speed running (HSR) [> 20 km/h], metabolic power (MP), maximum deceleration (Decmax) [Dec < -3 m/s2], total deceleration distance (Dectotal), maximum acceleration (Accmax) [Acc > 3 m/s2], and total acceleration distance (Acctotal). Statistical analysis consisted of ANOVA and Bonferroni correction post hoc tests. The main results showed that all variables were similar between periods of the season (p > 0.05) except for walking (p = 0.021 witha large effect size), which revealed lower values in the mid-season period. When analyzing periods of the season considering playing positions, there were several significant results for TD, walking, jogging, running, HSR, Dectotal and Acctotal (p < 0.05, with small to large effects). A tendency for higher values was noted in the mid and end-season. Considering the playing positions comparisons, midfielders showed higher values than defenders for TD, MP, Dectotal and Acctotal (p < 0.05 with large effect for all). Midfielders also showed higher values than forwards for TD, jogging, Dectotal and Acctotal (p < 0.05 with a large effect for all). The present study emphasizes the significance of analyzing data based on minute, playing position, and season period. Findings reveal that defenders consistently displayed the lowest values in all external load measures during matches compared to other positions throughout the season. Furthermore, midfielders demonstrated a higher activity profile during the initial and middle stages of the season compared to other positions, with a slight tendency to decrease load towards the end of the season."
26721904,2016,Annals of botany,10.1093/aob/mcv186,Seasonal variation in the mating system of a selfing annual with large floral displays.,"Flowering plants display considerable variation in mating system, specifically the relative frequency of cross- and self-fertilization. The majority of estimates of outcrossing rate do not account for temporal variation, particularly during the flowering season. Here, we investigated seasonal variation in mating and fertility in Incarvillea sinensis (Bignoniaceae), an annual with showy, insect-pollinated, 'one-day' flowers capable of delayed selfing. We examined the influence of several biotic and abiotic environmental factors on day-to-day variation in fruit set, seed set and patterns of mating. We recorded daily flower number and pollinator abundance in nine 3 × 3-m patches in a population at Mu Us Sand land, Inner Mongolia, China. From marked flowers we collected data on daily fruit and seed set and estimated outcrossing rate and biparental inbreeding using six microsatellite loci and 172 open-pollinated families throughout the flowering period. Flower density increased significantly over most of the 50-d flowering season, but was associated with a decline in levels of pollinator service by bees, particularly on windy days. Fruit and seed set declined over time, especially during the latter third of the flowering period. Multilocus estimates of outcrossing rate were obtained using two methods (the programs MLTR and BORICE) and both indicated high selfing rates of ∼80 %. There was evidence for a significant increase in levels of selfing as the flowering season progressed and pollinator visitation declined. Biparental inbreeding also declined significantly as the flowering season progressed. Temporal variation in outcrossing rates may be a common feature of the mating biology of annual, insect-pollinated plants of harsh environments but our study is the first to examine seasonal mating-system dynamics in this context. Despite having large flowers and showy floral displays, I. sinensis attracted relatively few pollinators. Delayed selfing by corolla dragging largely explains the occurrence of mixed mating in I. sinensis, and this mode of self-fertilization probably functions to promote reproductive assurance when pollinator service is limited by windy environmental conditions and competition from co-occurring flowering plants."
795403,1976,Archives of toxicology,10.1007/BF00340529,Time -- a key in experimental and practical medicine.,"This paper gives an overview on circadian rhythms which governs visibly all biological features. By illustrative examples of circadian rhythms of man and experimental animals it is shown that: 1. The components of all tissues, organs, and blood undergo circadian changes, manifested in drmatic morphologic and chemical differences. These circadian changes simply do not represent minute ""physiologic"" variations around a 24-h means. 2. The endogenous nature and the influences of the environmental factors such as food, light, laboratory stress, and seasons acting on circadian rhythms are demonstrated. 3. The different circadian phases determine significantly the in vivo and in vitro results in response to hormones, drugs and poisons. The neccessity to consider circadian rhythms is shown by chronotoxicologic experiments: mortality rates between 0 and 100% may occur after application of identical doses of a given drug at different day times."
23617200,2013,"Journal of health, population, and nutrition",10.3329/jhpn.v31i1.14744,"Time series analysis of cholera in Matlab, Bangladesh, during 1988-2001.","The study examined the impact of in-situ climatic and marine environmental variability on cholera incidence in an endemic area of Bangladesh and developed a forecasting model for understanding the magnitude of incidence. Diarrhoea surveillance data collected between 1988 and 2001 were obtained from a field research site in Matlab, Bangladesh. Cholera cases were defined as Vibrio cholerae O1 isolated from faecal specimens of patients who sought care at treatment centres serving the Matlab population. Cholera incidence for 168 months was correlated with remotely-sensed sea-surface temperature (SST) and in-situ environmental data, including rainfall and ambient temperature. A seasonal autoregressive integrated moving average (SARIMA) model was used for determining the impact of climatic and environmental variability on cholera incidence and evaluating the ability of the model to forecast the magnitude of cholera. There were 4,157 cholera cases during the study period, with an average of 1.4 cases per 1,000 people. Since monthly cholera cases varied significantly by month, it was necessary to stabilize the variance of cholera incidence by computing the natural logarithm to conduct the analysis. The SARIMA model shows temporal clustering of cholera at one- and 12-month lags. There was a 6% increase in cholera incidence with a minimum temperature increase of one degree celsius in the current month. For increase of SST by one degree celsius, there was a 25% increase in the cholera incidence at currrent month and 18% increase in the cholera incidence at two months. Rainfall did not influenc to cause variation in cholera incidence during the study period. The model forecast the fluctuation of cholera incidence in Matlab reasonably well (Root mean square error, RMSE: 0.108). Thus, the ambient and sea-surface temperature-based model could be used in forecasting cholera outbreaks in Matlab."
3315294,1987,Circulation,10.1161/01.cir.76.6.1224,Seasonal cholesterol cycles: the Lipid Research Clinics Coronary Primary Prevention Trial placebo group.,"Seasonal variation of plasma cholesterol levels was studied in 1446 hypercholesterolemic 35- to 59-year-old male participants in the Lipid Research Clinics Coronary Primary Prevention Trial placebo group. Each man's serial cholesterol data, obtained at bimonthly intervals for 2.0 to 6.5 years, were analyzed as a separate periodic time series, and distributions of cycle zeniths and amplitudes were calculated. A highly significant (chi 2= 706, 2 degrees of freedom) seasonal effect, 7.4 mg/dl higher on December 30 than on June 30, was found. This effect was similar among the 12 LRC centers, including such disparate climates as those of Minneapolis and San Diego, and tended to be larger in the southern centers. Its magnitude was independent of baseline levels of plasma cholesterol and other baseline characteristics. Observed seasonal differences in weight and diet explained less than one-third of the seasonal variation in plasma cholesterol levels. Plasma low- and high-density lipoprotein cholesterol levels, analyzed similarly, also showed significant synchronous seasonal cycles. Plasma triglyceride levels showed a weaker irregular seasonal pattern, highest in midsummer and late autumn and lowest in spring. The etiologies and mechanisms for these seasonal patterns remain largely unknown."
29053843,2017,Poultry science,10.3382/ps/pex282,Effects of season and distance during transport on broiler chicken meat.,"This research aims to evaluate the microclimate of commercial loads of broiler chickens at different distances in the summer (rainy) and winter (dry) seasons and their effects on meat quality. Twelve broiler loads were monitored with a total of 24 crates per load. Data loggers were used to record temperature and relative humidity. The experiment followed a completely randomized design with 48 treatments in a factorial scheme (2 seasons: rainy and dry) x 2 (distances: short and long) x 12 (positions), with 3 replicates per experimental group. In the rainy season, meat quality was influenced by transport distance. For longer distances, it recorded the highest enthalpy comfort index (ECI), suggesting a tendency of dark, firm, and dry meat (DFD-like) and lower cooking losses (CL). The lowest ECI was recorded during the transport in dry season. Broiler chickens transported and slaughtered in the winter presented meat pH and L* (lightness) classified as ""normal,"" but with higher cooking losses. For the shear force (SF), the seasons and distances had no significant influence on tenderness of the meat. Regarding the crate positioning in the load, no effect was observed during transport on this variable, given the meat quality characteristics of pH, L*, CL, and SF. These results suggest that the distance and the seasons present more influence on broiler meat quality than crate position in the truck."
30375002,2019,American journal of primatology,10.1002/ajp.22928,From the field to the lab: Muriqui endocrinology from a collaborative perspective.,"The northern muriqui (Brachyteles hypoxanthus) is a critically endangered species endemic to the Atlantic Forest of southeastern Brazil. Long-term observational studies of wild muriquis have provided many insights into the behavioral ecology and life history of this species. However, nearly everything that is currently known about the northern muriqui's behavioral endocrinology has come from combining our respective expertise in noninvasive field and laboratory research. Here, we reflect on the history of our collaboration, focusing on major challenges, key scientific findings, and factors that contributed to its success. Challenges included insuring the reliable collection of frequent fecal samples from a large enough number of known individuals over extended periods of time, preserving the steroids in the field and transporting them, developing and validating the fecal steroid assays, and interpreting the hormonal profiles within the behavioral and ecological contexts of the study subjects. Major findings included our thorough description of the fecal progesterone and estradiol profiles associated with muriqui ovarian cycling and gestation, the seasonal resumption of cycling, its onset during puberty of dispersing females, and the differences between fertile and infertile cycles. We also documented the relationship between fecal cortisol and testosterone in sexually active males across breeding and nonbreeding seasons, and sex differences in cortisol levels across the mating and conception seasons. We attribute the success of our collaboration to a number of factors including our mutual appreciation for one another's high standards for ethics, data quality, and data interpretation."
16616338,2006,Theriogenology,10.1016/j.theriogenology.2006.02.036,Investigations on reproductive physiology in the male Eurasian lynx (Lynx lynx).,"This study characterized (in vivo) morphological and functional parameters of reproductive organs of adult male lynx (n = 3) prior to, during, and after the breeding season (n = 3). Size and morphology of the reproductive tract were monitored by transcutaneous (testes) and transrectal (accessory sex glands) ultrasonography. Semen was collected by electroejaculation. Ejaculate volume, sperm number, motility, and morphology of spermatozoa as well as testosterone concentrations in blood serum and feces were evaluated. The testes and prostate had seasonal changes in size and echotexture. The mean (+/- S.D.) maximum and minimum testicular volume were 2.8 +/- 0.8 cm3 and 1.5 +/- 0.3 cm3, respectively. Fecal testosterone concentrations were highest in February (1240 +/- 393 ng/g feces), with a second increase in May (971 +/- 202 ng/g feces), but concentrations were lowest in January (481 +/- 52.9 ng/g feces). Ejaculate volume, total sperm number and percentage of motile, and intact spermatozoa were maximal in March (the middle of the breeding season). In one of the eight litters, multiple paternity was proven; however, in the remaining seven litters, all 16 cubs were sired by the same male. This particular male had the most developed and active testes and best semen quality, which may be important for sperm competition."
22142341,2012,Allergy,10.1111/j.1398-9995.2011.02758.x,Comparative effect of pre-coseasonal and continuous grass sublingual immunotherapy in children.,"One of the most important aspects of sublingual immunotherapy (SLIT) is the regimen of administration. The aim of the study was to compare the efficacy and the safety of SLIT given pre-coseasonally (starting before the pollen season and continuing until the end of it) and continuously (all year round, independent of the pollen season) in children allergic to grass pollen. Sixty children aged 6-18, sensitive only to grass pollen, with rhinitis (20 patients had concomitant asthma) participated in the 2-year prospective, randomized, double-blind, placebo-controlled trial. Both pre-coseasonal and continuous SLIT were associated with a substantial reduction in the combined symptoms/medication score when compared with placebo; there were no significant differences between the regimens (mean difference: 18.1 ± 12.4, P > 0.05). Similar changes were observed in the total symptoms score. Pre-coseasonal therapy, compared with continuous, was more effective in the reduction of nasal symptoms (mean difference: -18.0 ± 2.5, P = 0.006). We did not observe significant differences in medication, ocular, and asthma scores between the regimens. We did not observe changes in morning PEF, FEV1, and PD20 in any of the three groups nor between the groups throughout the study. We showed a significant decrease in FeNO level comparable in both active groups. There were no differences between groups in the induction of CD4CD25Foxp3-positive cells in peripheral blood during the study. Both protocols were effective compared with placebo and showed similar decreases for combined symptoms/medication score and all secondary endpoints, with the exception of nasal symptoms that were lower in the pre-coseasonal group."
23917748,2013,Prilozi (Makedonska akademija na naukite i umetnostite. Oddelenie za medicinski nauki),,Ozone exaggerates nasal allergic inflammation.,"A double-blind randomised trail design was used to address the effect of ambient ozone on the nasal airways and to evaluate the effects of ozone on allergic mucosa. Ten grass pollen allergic rhinitics were exposed for 2 hours at rest on 2 separate occasions to 400 ppb ozone and filtered air respectively. The exposure to 400 ppb ozone and filtered air was performed prior to the grass pollen season and again during the season. Baseline nasal lavage in which histamine, eosinophil cationic protein (ECP), myeloperoxidase (MPO), total proteins, and albumin were measured and neutrophils, eosinophils and epithelial cells were counted, was made immediately prior to exposure (-120 min). After 2 h of exposure to ozone/filtered air repeated measurements were performed at 0, 30, 60, 120, 240, 360 minutes post exposure. Significant increases were observed when exposed to ozone versus filtered air during the pollen season for histamine (AUC1; p=0.05), MPO (AUC2; p=0.05), ECP (AUC2; p=0.008), total proteins (AUC, p=0.02; AUC1, p=0.007; AUC2, p=0.05), and albumin (AUC, p=0.007; AUC1, p=0.02; AUC2, p=0.005). There was also a significant increase in the total protein level (AUC, p=0.05; AUC1, p=0.02; AUC2 p=0.05) and albumin (AUC, p=0.03; AUC1, p=0.03; AUC2, p=0.04) after ozone exposure versus air out of season. Significant increase of the neutrophils (p=0.01 and p=0.007) in the nasal lavage fluid (NLF) at time points 0 min and 360 min respectively were observed, while eosinophils and epithelial cells significantly increased only at time point 360 min (p=0.02 and p=0.02 respectively) all of them after ozone exposure versus filtered air during the season. Neutrophils also significantly increased in the NLF at time point 0 min and 360 min (p=0.03 and p=0.01) while epithelial cells increased only at time point 360 min (p=0.01) after ozone exposure versus filtered air out of season. We can conclude that ozone induces neutrophil and eosinophil recruitment into the nose and this is accompanied by activation, as evidenced by release of MPO and ECP in NAL. Pre-existing allergic mucosal inflammation during the pollen season, exaggerates the response to ozone, particularly in relationship to the recruitment of eosinophils and neutrophils 6h following exposure."
28653196,2017,Environmental science and pollution research international,10.1007/s11356-017-9279-8,"Air pollution and hospital visits for acute upper and lower respiratory infections among children in Ningbo, China: A time-series analysis.","Acute upper and lower respiratory infections are main causes of mortality and morbidity in children. Air pollution has been recognized as an important contributor to development and exacerbation of respiratory infections. However, few studies are available in China. In this study, we investigated the short-term effect of air pollution on hospital visits for acute upper and lower respiratory infections among children under 15 years in Ningbo, China. Poisson generalized models were used to estimate the associations between air pollution and hospital visits for acute upper and lower respiratory infections adjusted for temporal, seasonal, and meteorological effects. We found that four pollutants (PM2.5, PM10, NO2, and SO2) were significantly associated with hospital visits for acute upper and lower respiratory infections. The effect estimates for acute upper respiratory infections tended to be higher (PM2.5 ER = 3.46, 95% CI 2.18, 4.76; PM10 ER = 2.81, 95% CI 1.93, 3.69; NO2 ER = 11.27, 95% CI 8.70, 13.89; SO2 ER = 15.17, 95% CI 11.29, 19.19). Significant associations for gaseous pollutants (NO2 and SO2) were observed after adjustment for particular matter. Stronger associations were observed among older children and in the cold period. Our study suggested that short-term exposure to outdoor air pollution was associated with hospital visits for acute upper and lower respiratory infections in Ningbo."
31669447,2019,Contemporary clinical trials,10.1016/j.cct.2019.105854,Serum 25-hydroxyvitamin D in the VITamin D and OmegA-3 TriaL (VITAL): Clinical and demographic characteristics associated with baseline and change with randomized vitamin D treatment.,"The VITamin D and OmegA-3 TriaL (VITAL) is a completed randomized, placebo-controlled trial of vitamin D3 (2000 IU/day) and marine omega-3 (1 g/day) supplements in the primary prevention of cancer and cardiovascular disease. Here we examine baseline and change in 25-hydroxyvitamin D (25(OH)D) and related biomarkers with randomized treatment and by clinical factors. Baseline 25(OH)D was measured in 15,804 participants (mean age 68 years.; 50.8% women; 15.7% African Americans) and in 1660 1-year follow-up samples using liquid chromatography-tandem mass spectrometry and chemiluminescence. Calcium and parathyroid hormone (iPTH) were measured by chemiluminescence and spectrophotometry respectively. Mean baseline total 25(OH)D (ng/mL ± SD) was 30.8 ± 10.0 ng/mL, and correlated inversely with iPTH (r = -0.28), p < .001. After adjusting for clinical factors, 25(OH)D (ng/mL ± SE) was lower in men vs women (29.7 ± 0.30 vs 31.4 ± 0.30, p < .0001) and in African Americans vs whites (27.9 ± 0.29 vs 32.5 ± 0.22, p < .0001). It was also lower with increasing BMI, smoking, and latitude, and varied by season. Mean 1-year 25(OH)D increased by 11.9 ng/mL in the active group and decreased by 0.7 ng/mL in placebo. The largest increases were noted among individuals with low baseline and African Americans. Results were similar for chemiluminescent immunoassay. Mean calcium was unchanged, and iPTH decreased with treatment. In VITAL, baseline 25(OH)D varied by clinical subgroups, was lower in men and African Americans. Concentrations increased with vitamin D supplementation, with the greatest increases in those with lower baseline 25(OH)D. The seasonal trends in 25(OH)D, iPTH, and calcium may be relevant when interpreting 25(OH)D levels for clinical treatment decisions. VITAL ClinicalTrials.gov number NCT01169259."
9856358,1998,Journal of hypertension,10.1097/00004872-199816110-00004,Seasonal variations in home and ambulatory blood pressure in the PAMELA population. Pressione Arteriose Monitorate E Loro Associazioni.,"Clinic blood pressure values are known to change according to seasonal influences. We therefore examined home and 24 h ambulatory blood pressure values to determine whether these measurements are also affected by the seasons. In 2051 subjects of the Pressione Arteriose Monitorate E Loro Associazioni (PAMELA) study, we measured clinic (sphygmomanometric measurements), home (semi-automatic device) and ambulatory (Spacelabs 90207) systolic blood pressure, diastolic blood pressure and heart rate. Because the overall sample was evenly distributed over each month (except August), we were able to make a cross-sectional determination of whether the values differed between seasons. The corresponding heart rates were also evaluated. As expected, summer was associated with the lowest clinic blood pressure and winter with the highest, and this was the case also for home and 24 h average blood pressure, although seasonal differences in the latter were less pronounced. Seasonal clinic, home and ambulatory blood pressure patterns were similar for normotensive subjects (n = 1152), untreated hypertensives (n = 540) and treated hypertensives (n = 359). Heart rate values did not differ by season. Seasonal influences on blood pressure are not limited to conventional measurements but characterize daily values as well. These effects are visible in both normal and elevated blood pressure values, regardless of the effect of antihypertensive drugs. This has implications both for the clinician and for studies aimed at evaluating the effects of antihypertensive treatment."
